name,main_category,sub_category,image,ratings,no_of_ratings,actual_price
EASY2HOME® Bathroom Cabinet with Mirror Plastic Strong and Heavy Rich Look 6 Shelves Storage Organiser and Shelf (Basin mi...,home & kitchen,Home Storage,https://m.media-amazon.com/images/I/51+jHsg0m1L._AC_UL320_.jpg,4.4,"1,711","₹5,999"
Kolorr Magnum 14 Litres Dustbin with Lid Large Plastic Garbage Waste Pedal Bin with Inner Bucket for Kitchen / Home / Offi...,home & kitchen,Home Storage,https://m.media-amazon.com/images/I/61B2wlRMh-L._AC_UL320_.jpg,4.2,"1,791",₹849
Kuber Industries Plastic 3 Layer Multi-Purpose Kitchen Storage Basket Rack (Grey) | Vegetable Basket For Kitchen,home & kitchen,Home Storage,https://m.media-amazon.com/images/I/61-DY5VD3SL._AC_UL320_.jpg,3.6,"3,248",₹299
KOLORR Twin Bin 33 Liters Dustbin Dry & Wet Waste Pedal Dustbins / 2 In 1 Dustbin Trash Can/Plastic Garbage Bins with Lid ...,home & kitchen,Home Storage,https://m.media-amazon.com/images/I/71LAJuDh2yL._AC_UL320_.jpg,4.5,26,"₹1,199"
"E-Cosmos Smarty Soap Dispenser and Dishwasher Liquid Holder, Liquid Dispenser Through Pump (Black, 350 ML) with Free Spong...",home & kitchen,Home Storage,https://m.media-amazon.com/images/I/61q9eHXDsWL._AC_UL320_.jpg,4.0,569,₹129
"Glivary Nail Free Wall Hook Screw Adhesive Non-Trace No Drilling for Bathroom Shower Kitchen Installation Hanging, Waterpr...",home & kitchen,Home Storage,https://m.media-amazon.com/images/I/410a9N3gxpL._AC_UL320_.jpg,3.9,265,₹599
FLYNGO Multipurpose Storage Holder Stand for Bathroom Toothbrush Tongue Cleaner Soap Comb Razor Shaving Kit and Toiletries...,home & kitchen,Home Storage,https://m.media-amazon.com/images/I/31K3AU35SFL._AC_UL320_.jpg,4.3,973,₹699
Kuber Industries Plastic Step on Pedal Dustbin With Handle|Solid Color & Durable Plastic Material|Size 24 x 24 x 23|Capici...,home & kitchen,Home Storage,https://m.media-amazon.com/images/I/51-yRHUxgvL._AC_UL320_.jpg,3.3,163,₹199
"Ezee Garbage Bag - 60 Pieces (30 Pieces) 19 Inches X 21 Inches (Pack of 2, Black, Plastic)",home & kitchen,Home Storage,https://m.media-amazon.com/images/I/71EKj4BNdaL._AC_UL320_.jpg,4.0,660,₹130
"FLIPZON Premium 6-Tiers Shoe Rack/Multipurpose Storage Rack with Dustproof Cover (Iron Pipes, Non Woven Fabric, Plastic Co...",home & kitchen,Home Storage,https://m.media-amazon.com/images/I/614Nfn8S5fL._AC_UL320_.jpg,4.0,483,"₹2,999"
"Kuber Industries Polyvinyl Chloride Shower Curtain,(PVC) Transparent, 1 Piece Curtain and 8 Pieces Rings | Plastic Shower ...",home & kitchen,Home Storage,https://m.media-amazon.com/images/I/71L44Z-6jqL._AC_UL320_.jpg,4.0,"1,586",₹329
"Amazon Brand - Solimo 5 Layer Shoe Rack (Black, Plastic)",home & kitchen,Home Storage,https://m.media-amazon.com/images/I/81dO3pDk2fS._AC_UL320_.jpg,3.6,399,"₹1,100"
"Voetex Zone Adhesive Nails Hooks for Wall Without Drilling, 10 Pack Adhesive Screw Hooks for Wall Heavy Duty Strong Nail F...",home & kitchen,Home Storage,https://m.media-amazon.com/images/I/41o2595HMcL._AC_UL320_.jpg,5.0,39,₹999
"Prizam 5 Plastic Modular Drawer System for Home, Office, Hospital, Parlor, School, Doctors, Home and Kids, Product Dimensi...",home & kitchen,Home Storage,https://m.media-amazon.com/images/I/31K3A9bRP7L._AC_UL320_.jpg,3.8,7,"₹1,599"
"Kuber Industries Nylon Mesh Laundry Basket|Sturdy Material & Durable Handles|Netted Lightweight Laundry Bag, Size 36 x 36 ...",home & kitchen,Home Storage,https://m.media-amazon.com/images/I/719I+zWOQBL._AC_UL320_.jpg,3.7,"6,610",₹399
JUZR Toothbrush Holder With Cover Automatic Toothpaste Dispenser Set Dustproof With 3M Sticky Suction Pad Wall Mounted Kid...,home & kitchen,Home Storage,https://m.media-amazon.com/images/I/511gVvE04DL._AC_UL320_.jpg,2.7,712,₹999
"skin care organizer,Makeup Desk Organizer With Drawers,Countertop Organizer for Cosmetics,Vanity brush with Holder for Lip...",home & kitchen,Home Storage,https://m.media-amazon.com/images/I/61ZohddgNoS._AC_UL320_.jpg,4.2,549,"₹1,899"
"Luximal Pack of 2 Clear Glass Soap Dispenser Set for Bathroom with Plastic Pump, Handwash Liquid Dispenser Bottle for Kitc...",home & kitchen,Home Storage,https://m.media-amazon.com/images/I/71-KE97+xGL._AC_UL320_.jpg,4.3,751,₹999
"KSP HOME Heavy Metal Shoe Rack (4 Shelves) Foldable Open Book Shelf, Book Shelve, Shoe Rack, Shoes Storage Rack for Home S...",home & kitchen,Home Storage,https://m.media-amazon.com/images/I/71ephbjp7FL._AC_UL320_.jpg,3.3,"1,265","₹1,499"
"Stewit Premium Toothbrush Container Toothbrush Cap, Caps, Cover, Covers, Case, Holder, Cases, Travel, Home use (Pack of (4)",home & kitchen,Home Storage,https://m.media-amazon.com/images/I/81J91nBQfyL._AC_UL320_.jpg,4.1,333,₹99
Shynora (2-Pack) Bathroom/Kitchen Storage Organizer Floating Shelf Rack Wall Mounted (No Drilling - Shelf Adhesive) Multip...,home & kitchen,Home Storage,https://m.media-amazon.com/images/I/71o4N5kzLeL._AC_UL320_.jpg,3.0,2,"₹1,000"
OEHB Organic Vermicompost Fertilizer Manure for Plants - 10 kg,home & kitchen,Home Storage,https://m.media-amazon.com/images/I/71W+jFt3AIL._AC_UL320_.jpg,3.8,276,₹399
Kuber Industries Metalic Print Non woven Under Bed Storage Bag (Cream),home & kitchen,Home Storage,https://m.media-amazon.com/images/I/81O8z9m6C6L._AC_UL320_.jpg,3.8,"3,334",₹339
"Amazon Brand Solimo Laundry Basket with Lid, 55 Litres, Matte Brown",home & kitchen,Home Storage,https://m.media-amazon.com/images/I/81BM7J0Hf1L._AC_UL320_.jpg,3.1,18,"₹1,059"
KBS Capsule Shape Travel Toothbrush Case Cover Holder Portable Toothbrush Storage Box Container Plastic Toothbrush Holder ...,home & kitchen,Home Storage,https://m.media-amazon.com/images/I/512aMBSxH2L._AC_UL320_.jpg,3.4,"2,372",₹199
Synergy - 25 Clips - Stainless Steel Square Cloth Dryer/Clothes Stand/Hanger for Drying/Baby Clothes Hanger/Undergarments ...,home & kitchen,Home Storage,https://m.media-amazon.com/images/I/617KpLUMYQS._AC_UL320_.jpg,4.5,"7,956",₹999
"ARISTO Multipurpose Plastic Storage Container Box with Wheels 45 LTR (Clear, Transparent) Rectangular",home & kitchen,Home Storage,https://m.media-amazon.com/images/I/81qqlZ6W4ML._AC_UL320_.jpg,4.2,999,"₹1,283"
"Amazon Brand Solimo Laundry Basket with Lid, 55 Litres, Silver",home & kitchen,Home Storage,https://m.media-amazon.com/images/I/81WR7HNbOCL._AC_UL320_.jpg,2.6,40,"₹1,059"
Newtone Premium OXO - Biodegradable Garbage Bags Size 43 cm x 50 cm 6 Rolls (180 Bags) (Dustbin Bag/Trash Bag) (Green Colour),home & kitchen,Home Storage,https://m.media-amazon.com/images/I/812Ue1VwryL._AC_UL320_.jpg,4.2,"1,306",₹294
"INOVERA (LABEL) 5 Layer Pants Clothes Hanger Wardrobe Storage Organizer Rack (Set of 4), 32l x 1b x 33h cm (Assorted Colou...",home & kitchen,Home Storage,https://m.media-amazon.com/images/I/61T-P4vrCzL._AC_UL320_.jpg,4.0,"8,331","₹1,349"
"Homemade Organic Fertilizer Organic & Natural Plant Nutrient Cow Manure, Vermicompost Fertilizer (10 kg)",home & kitchen,Home Storage,https://m.media-amazon.com/images/I/51rMy2N6rHL._AC_UL320_.jpg,3.3,"1,714",₹500
"Kuber Industries Rectangular Non woven Underbed Storage Bag Set, Extra Large, Pack of 2 (Black)",home & kitchen,Home Storage,https://m.media-amazon.com/images/I/7195PyDKPsL._AC_UL320_.jpg,3.9,"1,969",₹598
"PrettyKrafts F1246 Canvas Laundry Bag, Toy Storage, Laundry Storage (45 L) (Set of 2 Pieces)- Black Wave",home & kitchen,Home Storage,https://m.media-amazon.com/images/I/71aJQL5VhwL._AC_UL320_.jpg,4.1,"13,231",₹799
WEWEL® Heavy Quality Duty Rust Cloth Peg Stainless Steel Hanging Clips for Cloth Drying /Pegs for Hanger /Ropes/Towel Drye...,home & kitchen,Home Storage,https://m.media-amazon.com/images/I/81WDGsrwOsL._AC_UL320_.jpg,4.2,653,₹450
"Plantex Premium Transparent Mirrored, Chrome Glass Corner Wall Storage Shelf for Bathroom (9x9 Inches) - Pack of 3",home & kitchen,Home Storage,https://m.media-amazon.com/images/I/91-5+viQWQS._AC_UL320_.jpg,4.3,"1,329","₹2,849"
LivingBasics Heavy Duty Rust Cloth Peg / Clothes Clip / Quilt Drying Pins / Pegs for Hanger / Rods / Ropes / Towel Dryer C...,home & kitchen,Home Storage,https://m.media-amazon.com/images/I/81wF65uZbhL._AC_UL320_.jpg,4.6,"1,678",₹999
KBS 2 in 1 Soap Dispenser for Dishwash Kitchen Accessories Liquid Soap Pump Dispenser and Sponge Holder for Kitchen Sink a...,home & kitchen,Home Storage,https://m.media-amazon.com/images/I/61B0iaEnIZL._AC_UL320_.jpg,3.6,14,₹129
"Ironing Board ; Zemic International Quality Ironing Board/Iron Table Stand with Press Holder, Foldable & Height Adjustabl...",home & kitchen,Home Storage,https://m.media-amazon.com/images/I/8128XDF-PkL._AC_UL320_.jpg,4.3,"2,947","₹5,000"
Newtone Premium OXO - Biodegradable Garbage Bags (Medium) Size 48 cm x 56 cm 6 Rolls (Dustbin Bag/Trash Bag) (180 Bags) (G...,home & kitchen,Home Storage,https://m.media-amazon.com/images/I/81YBs1fZsxL._AC_UL320_.jpg,4.3,629,₹366
ZURATO Self Adhesive Kitchen and Bathroom Shelves Wall Organizer Plastic Storage Shelf Fashion Simple Style Shower Organiz...,home & kitchen,Home Storage,https://m.media-amazon.com/images/I/41QZKw8O03L._AC_UL320_.jpg,4.4,793,₹999
"Ikea Plastic Bag Dispenser (White, 16x13x45 cm) with TSS Cotton Balls -5 Pieces",home & kitchen,Home Storage,https://m.media-amazon.com/images/I/516WUenx9JL._AC_UL320_.jpg,4.3,"1,228",₹349
Newtone Premium OXO - Biodegradable Garbage Bags (Medium) Size 48 cm x 56 cm 6 Rolls (180 Bags) (Dustbin Bag/Trash Bag) (B...,home & kitchen,Home Storage,https://m.media-amazon.com/images/I/81D9WpqjhtL._AC_UL320_.jpg,4.3,762,₹420
Kuber Industries Saree Covers With Zip|Saree Covers For Storage|Saree Packing Covers For Wedding|Pack of 6 (Black & White),home & kitchen,Home Storage,https://m.media-amazon.com/images/I/81c-idpXN3L._AC_UL320_.jpg,4.0,"1,352",₹449
"Xacton Cosmetics Storage Box I Plastic Makeup Lipstick Nail Polish, Brushes Storage Box I Multi-function Case Holder for H...",home & kitchen,Home Storage,https://m.media-amazon.com/images/I/31grR-k+AZL._AC_UL320_.jpg,5.0,2,₹599
RAXON WORLD - Multipurpose|Collapsible Wardrobe|Book case|Cupboard Closet|Organizer for Clothes|Storage Rack for Kids|Chap...,home & kitchen,Home Storage,https://m.media-amazon.com/images/I/71b8gd4ANiL._AC_UL320_.jpg,3.2,250,"₹1,499"
PARASNATH 3 Poll Cloth Drying Stand - 3 Poll - 3 Layer (Wheels Comes with Break System),home & kitchen,Home Storage,https://m.media-amazon.com/images/I/81CgWYwQZeL._AC_UL320_.jpg,4.2,"7,747","₹11,000"
Plantex Bathroom Organizer - GI Steel Multipurpose Bathroom Shelf for Wall/Bathroom Accessories(Black-15 Inches),home & kitchen,Home Storage,https://m.media-amazon.com/images/I/81vJLMzXHzS._AC_UL320_.jpg,3.9,"1,515","₹1,349"
"AmazonBasics Shower Adjustable -Length Curtain Tension Rod - 36-54"", Chrome",home & kitchen,Home Storage,https://m.media-amazon.com/images/I/61UERPeZhLL._AC_UL320_.jpg,4.2,"2,857","₹2,000"
"Amazon Brand - Solimo Premium Cloth Drying Stand - 3 Way Folding, 42 Feet Drying Length, Total 20 Drying Rails (White)",home & kitchen,Home Storage,https://m.media-amazon.com/images/I/91Hjk14mdVL._AC_UL320_.jpg,3.4,228,"₹3,299"
"Kuber Industries Plastic Open Plastic Dustbin Without Lid|Garbage Bin For Home, Kitchen, Office, 5Ltr. (Pink)-47KM01045",home & kitchen,Home Storage,https://m.media-amazon.com/images/I/41jO9VMPFlL._AC_UL320_.jpg,4.0,631,₹129
VRPRIME 2 Pack Bathroom Accessories Organizer Corner Rack Shelf Wall Mounted Adhesive Carbon Steel Racks shelves Stand Dec...,home & kitchen,Home Storage,https://m.media-amazon.com/images/I/615j2ZCHu2L._AC_UL320_.jpg,4.3,134,"₹1,999"
HomeStrap Printed Foldable Laundry Bag/Bin Cum Basket with Lid and Handle Capacity- (70LTR) (Grey)(Featured on Shark Tank),home & kitchen,Home Storage,https://m.media-amazon.com/images/I/911chof2JsL._AC_UL320_.jpg,4.5,173,₹899
"COSTEM 5 XL Plastic Modular Drawer System for Home, Office, Hospital, Parlor, School, Doctors, Home and Kids, Product Dime...",home & kitchen,Home Storage,https://m.media-amazon.com/images/I/51AxU5dpzMS._AC_UL320_.jpg,5.0,20,"₹4,999"
BDMP Shoe Racks for Home Shoe Rack with Cover 4 Layer Multipurpose Shoe Stand (Brown),home & kitchen,Home Storage,https://m.media-amazon.com/images/I/410BZV+akYL._AC_UL320_.jpg,3.3,22,₹799
AYSIS DIY Shoe Rack Organizer/Multi-Purpose Plastic 5 Layers Portable and Folding Shoe Rack (Black),home & kitchen,Home Storage,https://m.media-amazon.com/images/I/61lCAifKeJS._AC_UL320_.jpg,4.0,"5,241","₹8,486"
"Amazon Brand - Solimo Stainless Steel & Plastic 2 Level Cloth Drying Stand with Wheels, Multicolour",home & kitchen,Home Storage,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81ezEpfZMML._AC_UL320_.jpg,3.2,787,"₹2,100"
FLIPZON Multipurpose Collapsible Fabric Wardrobe Organizer with Dustproof Zip Cover for Clothes | Stylish Foldable Storage...,home & kitchen,Home Storage,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61KGEi3fKeL._AC_UL320_.jpg,3.9,"3,853","₹2,500"
KWER Wardrobe Organizer For Clothes 7 Grids Storage Organizer Multipurpose Clothes Organiser For Wardrobe Large Capacity C...,home & kitchen,Home Storage,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/710XACsWkUL._AC_UL320_.jpg,4.8,53,₹999
"Parasnath Heavy Folding Large Ironing Board Table 18"" X 48"" (Colour May Vary, Multi-Color) Made in India",home & kitchen,Home Storage,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/916Leu8T0mL._AC_UL320_.jpg,3.8,"1,549","₹3,000"
"Nimeasy Dishwash Liquid Gel 1 L, Kitchen Utensil Cleaner, Lift Off Action with Enzyme Technology, Removes grease & oil, Wa...",beauty & health,Household Supplies,https://m.media-amazon.com/images/I/61wOhjHP5vL._AC_UL320_.jpg,4.3,"4,176",₹220
Surf Excel Matic Liquid Detergent Front Load 2+2 ltr Carton,beauty & health,Household Supplies,https://m.media-amazon.com/images/I/61AiS8w7A0S._AC_UL320_.jpg,4.5,"5,426",₹830
Tide Matic 4in1 PODs Detergent Pack 32 ct -for Top & Front load washing machine only,beauty & health,Household Supplies,https://m.media-amazon.com/images/I/61uYsd745GL._AC_UL320_.jpg,4.5,36,₹825
Avance Oily Stain Remover Oven/Gas stove/Chimney Cleaner Stain Remover,beauty & health,Household Supplies,https://m.media-amazon.com/images/I/7195pFG62KL._AC_UL320_.jpg,4.0,"6,498",₹350
IFB Essentials Fluff Front Load Fabric Liquid Detergent - 1 liters,beauty & health,Household Supplies,https://m.media-amazon.com/images/I/61V7RNLQhYL._AC_UL320_.jpg,4.4,"10,297",₹360
"Tide White Detergent Bar Soap, Value Pack 200 gms x 5",beauty & health,Household Supplies,https://m.media-amazon.com/images/I/71dbu8xqXeL._AC_UL320_.jpg,4.3,"1,371",₹110
"Forcado Eco Friendly Electronic LED Mosquito Killer Machine Trap Lamp, Theory Screen Protector Mosquito Killer lamp for US...",beauty & health,Household Supplies,https://m.media-amazon.com/images/I/61eXkc684aL._AC_UL320_.jpg,3.4,72,₹999
"Harpic Power Plus Toilet Cleaner - 600ml (Original, Pack of 3)",beauty & health,Household Supplies,https://m.media-amazon.com/images/I/811QleRaL2L._AC_UL320_.jpg,4.4,"41,219",
"Himalaya Moisturising Aloe Vera Facial Wipes, 25 Count",beauty & health,Household Supplies,https://m.media-amazon.com/images/I/614MWFy-31L._AC_UL320_.jpg,4.3,"4,362",₹100
"Ariel Matic Liquid Detergent, Top Load, 1 Litre",beauty & health,Household Supplies,https://m.media-amazon.com/images/I/61YOkp8KgOL._AC_UL320_.jpg,4.5,"2,205",₹220
Selpak Toilet Roll - 3Ply (PACK OF 9),beauty & health,Household Supplies,https://m.media-amazon.com/images/I/71cDfRjumnL._AC_UL320_.jpg,4.6,"1,118",₹625
"Cif Lemon Abrasive Surface Cleaner Cream for Kitchen & Bathroom, Removes Grease, Dirt & Tough Stains with Natural Cleaning...",beauty & health,Household Supplies,https://m.media-amazon.com/images/I/61mKD5ylozL._AC_UL320_.jpg,4.4,"2,730",₹398
M Killer UV Led Mosquito Trap Machine Eco Friendly Electronic LED | Anti Mosquito Killer Trap Lamp | Theory Screen Protect...,beauty & health,Household Supplies,https://m.media-amazon.com/images/I/51BF5TXR9HL._AC_UL320_.jpg,3.4,136,
"Comfort Anti Bacterial Fabric Conditioner 860 ml Bottle, After Wash Liquid Fabric Softener - For Softness, Shine & Long La...",beauty & health,Household Supplies,https://m.media-amazon.com/images/I/51HTZ8ZajYL._AC_UL320_.jpg,4.4,"10,015",₹235
"Surf Excel Matic Power Concentrate (500ML liquid) only half cap for 1 load | 2x Power for tough stain removal, with exotic...",beauty & health,Household Supplies,https://m.media-amazon.com/images/I/51to1NRKxnL._AC_UL320_.jpg,4.3,"1,204",₹240
"Surf Excel Easy Wash Detergent Powder, 3 kg",beauty & health,Household Supplies,https://m.media-amazon.com/images/I/71-nqYJf2TL._AC_UL320_.jpg,4.4,"6,947",₹445
IFB Front Load Washing Machine Multi Fragrance Liquid Detergent-1 Litre (Pack of 2),beauty & health,Household Supplies,https://m.media-amazon.com/images/I/61SqNJ+oTIL._AC_UL320_.jpg,4.3,"1,744",₹720
Cherry Blossom Shoe Shiner Sponge Handy Shine Black - 4 g | Leather Shoe Shiner,beauty & health,Household Supplies,https://m.media-amazon.com/images/I/41yO8wERj8S._AC_UL320_.jpg,4.1,909,₹84
GIGAWATTS Mosquito Rechargeable Racket Insect Fly Swatter Bugs Trap Bat LED Light Long Battery Life for Indoor Home Outdoo...,beauty & health,Household Supplies,https://m.media-amazon.com/images/I/81cMs+6sa9L._AC_UL320_.jpg,4.4,16,₹599
Kitchen Need - Washable and Reusable - (Pack of 1 Roll) Kitchen Printed Tissue/Towel Paper Roll - Washable and Reusable ap...,beauty & health,Household Supplies,https://m.media-amazon.com/images/I/51FNNDn-FGL._AC_UL320_.jpg,3.8,618,₹299
"JOFF Tap and Shower Cleaner, 250ml",beauty & health,Household Supplies,https://m.media-amazon.com/images/I/71f1E5Sz6zL._AC_UL320_.jpg,4.0,"8,952",₹210
Origami So Soft 3 Ply Toilet Paper / Toilet Roll / Tissue Roll - 10 x 9.8 cm - 160 Pulls Per Roll - Pack of 10 Rolls - 160...,beauty & health,Household Supplies,https://m.media-amazon.com/images/I/71jTdIElyyL._AC_UL320_.jpg,4.2,"1,154",₹440
Sixfire Dishwash Liquid Gel Lemon Can Jar 5 Litre Fast Cleansing & Antimicrobial action with long-lasting hygienic & refre...,beauty & health,Household Supplies,https://m.media-amazon.com/images/I/71C9G-6oWXL._AC_UL320_.jpg,3.8,125,"₹1,199"
Selpak Imported Paper Towel Kitchen Roll 3ply - 6 Rolls,beauty & health,Household Supplies,https://m.media-amazon.com/images/I/715s4f6ET1S._AC_UL320_.jpg,4.6,"1,509",₹810
"TRUE HEAVEN® caustic soda, lye,drain cleaner,Soap making,chimney cleaner,pipes opener and iron cleaner multipurpose 450Gms...",beauty & health,Household Supplies,https://m.media-amazon.com/images/I/41lXzVbYV9L._AC_UL320_.jpg,4.1,918,₹350
Rin Detergent Powder 1 kg,beauty & health,Household Supplies,https://m.media-amazon.com/images/I/41lGyFz-N6L._AC_UL320_.jpg,4.2,59,₹103
Pristino pure septic tank bio cleaner,beauty & health,Household Supplies,https://m.media-amazon.com/images/I/41FCtvUQ6GL._AC_UL320_.jpg,4.2,6,"₹1,300"
"Pril Dishwashing Liquid Lime 1.5 Litre, Green (1461301001)",beauty & health,Household Supplies,https://m.media-amazon.com/images/I/617ZiBUImwS._AC_UL320_.jpg,4.5,500,₹360
KRUM Modicare New Silver Dip Instant Silver Cleaner Sparkling Clean Silver Without Silver Loss - 300ml,beauty & health,Household Supplies,https://m.media-amazon.com/images/I/51kHBhl4sJL._AC_UL320_.jpg,4.3,"2,665",₹247
"Dettol Disinfectant Skin & Surface Wipes, Original – 10 Count| Safe on Skin| Ideal to Clean Multiple Surfaces| Resealable ...",beauty & health,Household Supplies,https://m.media-amazon.com/images/I/51qX1MA5I4S._AC_UL320_.jpg,4.3,"1,349",₹49
"Hirparag Liquid Detergent 5 + 1 Liter, Laundry Liquid for Fabric Care, Suitable for Top-Load and Front Load Machine – 6 Li...",beauty & health,Household Supplies,https://m.media-amazon.com/images/I/61c23JZqgqL._AC_UL320_.jpg,4.2,346,₹999
"Harpic Toilet Sanitizer Spray 50ml, Citrus Fresh| Disinfects Toilet Seat Covers, Tap and Doorknob | Kills 99.9% Germs",beauty & health,Household Supplies,https://m.media-amazon.com/images/I/519hAOWkxtL._AC_UL320_.jpg,4.7,109,₹120
"Prarthana Camphor, 50 Tablet",beauty & health,Household Supplies,https://m.media-amazon.com/images/I/51XjKJL1gsL._AC_UL320_.jpg,3.7,528,₹319
"KareIn Bed Bath Wipes, Adult Wet Wipes, Adult Bath Wipes, Anti Bacterial, Ready To Use Cleansing Towels, Refreshing Sponge...",beauty & health,Household Supplies,https://m.media-amazon.com/images/I/81uei+pXmeL._AC_UL320_.jpg,4.5,20,"₹4,320"
